table,column,bins,table_column
name,n.imdb_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.imdb_id
name,n.md5sum,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.md5sum
name,n.gender,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.gender
name,n.name_pcode_cf,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.name_pcode_cf
name,n.name_pcode_nf,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.name_pcode_nf
name,n.surname_pcode,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.surname_pcode
name,n.name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.name
name,n.imdb_index,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",name.n.imdb_index
person_info,pi.id,"[1.00000000e+00 5.92742600e+04 1.18547520e+05 1.77820780e+05
 2.37094040e+05 2.96367300e+05 3.55640560e+05 4.14913820e+05
 4.74187080e+05 5.33460340e+05 5.92733600e+05 6.52006860e+05
 7.11280120e+05 7.70553380e+05 8.29826640e+05 8.89099900e+05
 9.48373160e+05 1.00764642e+06 1.06691968e+06 1.12619294e+06
 1.18546620e+06 1.24473946e+06 1.30401272e+06 1.36328598e+06
 1.42255924e+06 1.48183250e+06 1.54110576e+06 1.60037902e+06
 1.65965228e+06 1.71892554e+06 1.77819880e+06 1.83747206e+06
 1.89674532e+06 1.95601858e+06 2.01529184e+06 2.07456510e+06
 2.13383836e+06 2.19311162e+06 2.25238488e+06 2.31165814e+06
 2.37093140e+06 2.43020466e+06 2.48947792e+06 2.54875118e+06
 2.60802444e+06 2.66729770e+06 2.72657096e+06 2.78584422e+06
 2.84511748e+06 2.90439074e+06 2.96366400e+06]",person_info.pi.id
person_info,pi.person_id,"[4.0000000e+00 6.8991000e+04 1.3077400e+05 1.8983600e+05 2.4546000e+05
 3.1022450e+05 3.6563800e+05 4.2924800e+05 4.9147932e+05 5.5201400e+05
 6.1202200e+05 6.7057900e+05 7.3116600e+05 7.9828200e+05 8.6703100e+05
 9.2859200e+05 9.9591600e+05 1.0596830e+06 1.1288990e+06 1.1976980e+06
 1.2622710e+06 1.3260020e+06 1.3947610e+06 1.4586940e+06 1.5192654e+06
 1.5913565e+06 1.6571970e+06 1.7162570e+06 1.7835600e+06 1.8417170e+06
 1.9019280e+06 1.9612470e+06 2.0202590e+06 2.0856070e+06 2.1460270e+06
 2.2121200e+06 2.2678580e+06 2.3318180e+06 2.3961990e+06 2.4585350e+06
 2.5241050e+06 2.5831190e+06 2.6490930e+06 2.7232990e+06 2.9047350e+06
 3.0763789e+06 3.1611200e+06 3.3202850e+06 3.6629820e+06 4.1451730e+06
 4.1674910e+06]",person_info.pi.person_id
person_info,pi.info_type_id,"[15. 15. 17. 17. 17. 17. 17. 17. 17. 17. 17. 17. 19. 19. 20. 20. 20. 20.
 20. 21. 21. 21. 21. 21. 21. 22. 22. 22. 23. 24. 24. 24. 25. 25. 25. 25.
 25. 25. 25. 26. 26. 28. 31. 34. 36. 36. 36. 37. 38. 39. 39.]",person_info.pi.info_type_id
person_info,pi.info,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",person_info.pi.info
person_info,pi.note,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",person_info.pi.note
link_type,lt.id,"[ 1.    1.34  1.68  2.02  2.36  2.7   3.04  3.38  3.72  4.06  4.4   4.74
  5.08  5.42  5.76  6.1   6.44  6.78  7.12  7.46  7.8   8.14  8.48  8.82
  9.16  9.5   9.84 10.18 10.52 10.86 11.2  11.54 11.88 12.22 12.56 12.9
 13.24 13.58 13.92 14.26 14.6  14.94 15.28 15.62 15.96 16.3  16.64 16.98
 17.32 17.66 18.  ]",link_type.lt.id
link_type,lt.link,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",link_type.lt.link
kind_type,kt.id,"[1.   1.12 1.24 1.36 1.48 1.6  1.72 1.84 1.96 2.08 2.2  2.32 2.44 2.56
 2.68 2.8  2.92 3.04 3.16 3.28 3.4  3.52 3.64 3.76 3.88 4.   4.12 4.24
 4.36 4.48 4.6  4.72 4.84 4.96 5.08 5.2  5.32 5.44 5.56 5.68 5.8  5.92
 6.04 6.16 6.28 6.4  6.52 6.64 6.76 6.88 7.  ]",kind_type.kt.id
kind_type,kt.kind,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",kind_type.kt.kind
movie_link,ml.id,"[1.000000e+00 6.009200e+02 1.200840e+03 1.800760e+03 2.400680e+03
 3.000600e+03 3.600520e+03 4.200440e+03 4.800360e+03 5.400280e+03
 6.000200e+03 6.600120e+03 7.200040e+03 7.799960e+03 8.399880e+03
 8.999800e+03 9.599720e+03 1.019964e+04 1.079956e+04 1.139948e+04
 1.199940e+04 1.259932e+04 1.319924e+04 1.379916e+04 1.439908e+04
 1.499900e+04 1.559892e+04 1.619884e+04 1.679876e+04 1.739868e+04
 1.799860e+04 1.859852e+04 1.919844e+04 1.979836e+04 2.039828e+04
 2.099820e+04 2.159812e+04 2.219804e+04 2.279796e+04 2.339788e+04
 2.399780e+04 2.459772e+04 2.519764e+04 2.579756e+04 2.639748e+04
 2.699740e+04 2.759732e+04 2.819724e+04 2.879716e+04 2.939708e+04
 2.999700e+04]",movie_link.ml.id
movie_link,ml.movie_id,"[2.0000000e+00 5.9130000e+03 7.3270000e+03 7.3690000e+03 8.8050000e+03
 1.1143000e+04 1.1235000e+04 1.5711000e+04 1.9670080e+04 2.7208000e+04
 3.4169400e+04 4.1737280e+04 4.4600280e+04 5.2934000e+04 5.5507000e+04
 6.0355200e+04 6.9890000e+04 7.1643640e+04 7.3091000e+04 7.3915440e+04
 7.4688000e+04 8.1149000e+04 8.4071000e+04 8.4156000e+04 8.6671000e+04
 9.7052000e+04 1.0035500e+05 1.0995800e+05 1.1069300e+05 1.1082200e+05
 1.1095000e+05 1.1974476e+05 1.2259900e+05 1.2264400e+05 1.2268400e+05
 1.2566280e+05 1.2998300e+05 1.3224900e+05 1.3283200e+05 1.3364300e+05
 1.3521400e+05 1.3729100e+05 1.3891500e+05 1.4133400e+05 1.4303948e+05
 1.4720140e+05 1.5039700e+05 1.5226700e+05 1.5870300e+05 1.6062000e+05
 1.8617500e+05]",movie_link.ml.movie_id
movie_link,ml.linked_movie_id,"[2.84000000e+02 3.09850800e+04 7.80668400e+04 1.29157000e+05
 1.38928000e+05 1.51268200e+05 1.64754520e+05 2.27155880e+05
 3.28050840e+05 4.57492000e+05 5.29100000e+05 6.27961000e+05
 7.31768000e+05 8.40812520e+05 9.05806880e+05 1.01361440e+06
 1.12442200e+06 1.14402700e+06 1.23189336e+06 1.30882704e+06
 1.37706400e+06 1.41807900e+06 1.43302224e+06 1.49174600e+06
 1.58737644e+06 1.64585200e+06 1.67512024e+06 1.69996000e+06
 1.71863976e+06 1.74541660e+06 1.77949900e+06 1.82883300e+06
 1.87073400e+06 1.90962700e+06 1.93870380e+06 1.98964480e+06
 2.04329060e+06 2.10418988e+06 2.14714304e+06 2.20346148e+06
 2.24024900e+06 2.27591472e+06 2.31049300e+06 2.32703900e+06
 2.34963052e+06 2.37334400e+06 2.39296900e+06 2.41367300e+06
 2.43657500e+06 2.47680400e+06 2.52499400e+06]",movie_link.ml.linked_movie_id
movie_link,ml.link_type_id,"[ 1.  1.  2.  2.  3.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.  5.
  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  8.  9.  9.  9.  9.  9.
  9.  9.  9.  9. 10. 10. 10. 11. 13. 13. 13. 13. 13. 13. 17.]",movie_link.ml.link_type_id
keyword,k.id,"[1.0000000e+00 2.6843800e+03 5.3677600e+03 8.0511400e+03 1.0734520e+04
 1.3417900e+04 1.6101280e+04 1.8784660e+04 2.1468040e+04 2.4151420e+04
 2.6834800e+04 2.9518180e+04 3.2201560e+04 3.4884940e+04 3.7568320e+04
 4.0251700e+04 4.2935080e+04 4.5618460e+04 4.8301840e+04 5.0985220e+04
 5.3668600e+04 5.6351980e+04 5.9035360e+04 6.1718740e+04 6.4402120e+04
 6.7085500e+04 6.9768880e+04 7.2452260e+04 7.5135640e+04 7.7819020e+04
 8.0502400e+04 8.3185780e+04 8.5869160e+04 8.8552540e+04 9.1235920e+04
 9.3919300e+04 9.6602680e+04 9.9286060e+04 1.0196944e+05 1.0465282e+05
 1.0733620e+05 1.1001958e+05 1.1270296e+05 1.1538634e+05 1.1806972e+05
 1.2075310e+05 1.2343648e+05 1.2611986e+05 1.2880324e+05 1.3148662e+05
 1.3417000e+05]",keyword.k.id
keyword,k.keyword,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",keyword.k.keyword
keyword,k.phonetic_code,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",keyword.k.phonetic_code
comp_cast_type,cct.id,"[1.   1.06 1.12 1.18 1.24 1.3  1.36 1.42 1.48 1.54 1.6  1.66 1.72 1.78
 1.84 1.9  1.96 2.02 2.08 2.14 2.2  2.26 2.32 2.38 2.44 2.5  2.56 2.62
 2.68 2.74 2.8  2.86 2.92 2.98 3.04 3.1  3.16 3.22 3.28 3.34 3.4  3.46
 3.52 3.58 3.64 3.7  3.76 3.82 3.88 3.94 4.  ]",comp_cast_type.cct.id
comp_cast_type,cct.kind,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",comp_cast_type.cct.kind
role_type,rt.id,"[ 1.    1.22  1.44  1.66  1.88  2.1   2.32  2.54  2.76  2.98  3.2   3.42
  3.64  3.86  4.08  4.3   4.52  4.74  4.96  5.18  5.4   5.62  5.84  6.06
  6.28  6.5   6.72  6.94  7.16  7.38  7.6   7.82  8.04  8.26  8.48  8.7
  8.92  9.14  9.36  9.58  9.8  10.02 10.24 10.46 10.68 10.9  11.12 11.34
 11.56 11.78 12.  ]",role_type.rt.id
role_type,rt.role,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",role_type.rt.role
